species,name,family,habitat,length_cm,length_type,trophic_level,status,region,source,type,indicator,schooling_behaviour, mobility,position,activity_patterns
Choerodon zosterophorus,Zoster wrasse,Labridae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus cyanopleura,Blueside wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus exquisitus,Exquisite wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus flavidorsalis,Yellowfin fairy wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus lubbocki,Lubbock's wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus melanomarginatus,Blackfin fairy-warsse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus punctatus,Dotted wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus rubrimarginatus,Red-margined wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus solorensis,Red-eye wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cirrhilabrus temminckii,Threadfin wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris aurilineata,Goldlined coris,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris aygula,Clown coris,Labridae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris batuensis,Batu coris,Labridae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris dorsomacula,Pale-barred coris,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris gaimard,African coris,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris musume,,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris picta,Comb wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris pictoides,Blackstripe coris,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Coris variegata,Dapple coris,Labridae,reef-associated,,,3.5,questionable,South China Sea,Fishbase.se,fish,FALSE,,,,
Cymolutes lecluse,Sharp-headed wrasse,Labridae,reef-associated,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cymolutes praetextatus,Knife razorfish,Labridae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Cymolutes torquatus,Finescale razorfish,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Decodon pacificus,Ten-tooth wrasse,Labridae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Diproctacanthus xanthurus,Yellowtail tubelip,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Epibulus insidiator,Sling-jaw wrasse,Labridae,reef-associated,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Gomphosus varius,Bird wrasse,Labridae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres argus,Argus wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres bicolor,Pearly-spotted wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres binotopsis,Saowisata wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres biocellatus,Red-lined wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres chloropterus,Pastel-green wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres chrysotaenia,Indian Ocean pinstriped wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres chrysus,Canary wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres hartzfeldii,Hartzfeld's wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres hortulanus,Checkerboard wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres kneri,Kner's wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres leucurus,Greyhead wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres margaritaceus,Pink-belly wrasse,Labridae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres marginatus,Dusky wrasse,Labridae,reef-associated,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres melanochir,Orangefin wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres melanurus,Tail-spot wrasse,Labridae,reef-associated,,,2.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres melasmapomus,Cheekspot wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres miniatus,Circle-cheek wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres nebulosus,Nebulous wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres nigrescens,Bubblefin wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres orientalis,,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres ornatissimus,Ornamented wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres papilionaceus,Weed wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres prosopeion,Twotone wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres richmondi,Richmond's wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres scapularis,Zigzag wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres tenuispinis,,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,TRUE,,,,
Halichoeres timorensis,Timor wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Halichoeres trimaculatus,Threespot wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Hemigymnus fasciatus,Barred thicklip,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Hemigymnus melapterus,Blackeye thicklip,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Hologymnosus annulatus,Ring wrasse,Labridae,reef-associated,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Hologymnosus doliatus,Pastel ringwrasse,Labridae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius aneitensis,Yellowblotch razorfish,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius baldwini,Baldwin's razorfish,Labridae,benthopelagic,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius dea,Blackspot razorfish,Labridae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius evides,,Labridae,benthopelagic,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius melanopus,Yellowpatch razorfish,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius pavo,Peacock wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius pentadactylus,Fivefinger wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius trivittatus,,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius twistii,Redblotch razorfish,Labridae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Iniistius verrens,,Labridae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Labrichthys unilineatus,Tubelip wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Labroides bicolor,Bicolor cleaner wrasse,Labridae,reef-associated,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Labroides dimidiatus,Bluestreak cleaner wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Labroides pectoralis,Blackspot cleaner wrasse,Labridae,reef-associated,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Labropsis australis,Southern tubelip,Labridae,reef-associated,,,3.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Labropsis manabei,Northern tubelip,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Labropsis xanthonota,Yellowback tubelip,Labridae,reef-associated,,,2.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Leptojulis cyanopleura,Shoulder-spot wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Leptojulis lambdastigma,,Labridae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Leptojulis urostigma,Tailmark wrasse,Labridae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Macropharyngodon meleagris,Blackspotted wrasse,Labridae,reef-associated,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Macropharyngodon negrosensis,Yellowspotted wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Novaculichthys taeniourus,Rockmover wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Novaculoides macrolepidotus,Seagrass wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Oxycheilinus bimaculatus,Two-spot wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Oxycheilinus celebicus,Celebes wrasse,Labridae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Oxycheilinus digramma,Cheeklined wrasse,Labridae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Oxycheilinus orientalis,Oriental maori wrasse,Labridae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Oxycheilinus unifasciatus,Ringtail maori wrasse,Labridae,reef-associated,,,4.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Paracheilinus angulatus,Angular flasher,Labridae,reef-associated,,,3.4,endemic,South China Sea,Fishbase.se,fish,FALSE,,,,
Paracheilinus bellae,Bell's flasher,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Paracheilinus carpenteri,Pink flasher,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Paracheilinus filamentosus,Filamentous wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Parajulis poecilepterus,,Labridae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudocheilinus evanidus,Striated wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudocheilinus hexataenia,Sixline wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudocheilinus octotaenia,Eight-lined wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudocoris heteroptera,Torpedo wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudocoris ocellata,,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudocoris yamashiroi,Redspot wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudodax moluccanus,Chiseltooth wrasse,Labridae,reef-associated,,,2.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudojuloides mesostigma,Sidespot wrasse,Labridae,reef-associated,,,3.3,endemic,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudojuloides splendens,Splendid pencil wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudolabrus eoethinus,Red naped wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pseudolabrus japonicus,,Labridae,reef-associated,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pteragogus aurigarius,,Labridae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pteragogus cryptus,Cryptic wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pteragogus enneacanthus,Cockerel wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Pteragogus flagellifer,Cocktail wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Semicossyphus reticulatus,,Labridae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Stethojulis bandanensis,Red shoulder wrasse,Labridae,reef-associated,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Stethojulis interrupta,Cutribbon wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Stethojulis strigiventer,Three-ribbon wrasse,Labridae,reef-associated,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Stethojulis trilineata,Three-lined rainbowfish,Labridae,reef-associated,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Suezichthys gracilis,Slender wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma amblycephalum,Bluntheaded wrasse,Labridae,reef-associated,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma cupido,,Labridae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma hardwicke,Sixbar wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma jansenii,Jansen's wrasse,Labridae,reef-associated,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma lunare,Moon wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,TRUE,,,,
Thalassoma lutescens,Yellow-brown wrasse,Labridae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma pavo,Ornate wrasse,Labridae,reef-associated,,,3.5,questionable,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma purpureum,Surge wrasse,Labridae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma quinquevittatum,Fivestripe wrasse,Labridae,reef-associated,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Thalassoma trilobatum,Christmas wrasse,Labridae,reef-associated,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Wetmorella albofasciata,Whitebanded sharpnose wrasse,Labridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Wetmorella nigropinnata,Sharpnose wrasse,Labridae,reef-associated,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Xiphocheilus typus,Blue-banded wrasse,Labridae,reef-associated,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Lactarius lactarius,False trevally,Lactariidae,pelagic-neritic,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Carcharodon carcharias,Great white shark,Lamnidae,pelagic-oceanic,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Isurus oxyrinchus,Shortfin mako,Lamnidae,pelagic-oceanic,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Isurus paucus,Longfin mako,Lamnidae,pelagic-oceanic,,,4.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Lampris guttatus,Opah,Lampridae,bathypelagic,,,4.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Lateolabrax japonicus,Japanese seabass,Lateolabracidae,reef-associated,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Lates calcarifer,Barramundi,Latidae,demersal,,,3.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Psammoperca waigiensis,Waigieu seaperch,Latidae,reef-associated,,,4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus albus,,Latilidae,benthopelagic,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus argentatus,,Latilidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus auratus,,Latilidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus ilocanus,,Latilidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus japonicus,Horsehead tilefish,Latilidae,demersal,,,3.4,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus sawakinensis,Freckled tilefish,Latilidae,demersal,,,3.6,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus vittatus,,Latilidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Branchiostegus wardi,Ward's tilefish,Latilidae,demersal,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Goniistius quadricornis,,Latridae,reef-associated,,,2.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Goniistius zebra,Redlip morwong,Latridae,reef-associated,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Goniistius zonatus,Spottedtail morwong,Latridae,benthopelagic,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aurigequula fasciata,Striped ponyfish,Leiognathidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Aurigequula longispinis,Longspine ponyfish,Leiognathidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Deveximentum hanedai,,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Deveximentum indicium,,Leiognathidae,pelagic-neritic,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Deveximentum insidiator,Pugnose ponyfish,Leiognathidae,demersal,,,2.8,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Deveximentum interruptum,Pig-nosed pony-fish,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Deveximentum megalolepis,Bigscale ponyfish,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Deveximentum ruconius,Deep pugnose ponyfish,Leiognathidae,demersal,,,2.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Equulites elongatus,Elongate ponyfish,Leiognathidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Equulites leuciscus,Whipfin ponyfish,Leiognathidae,demersal,,,3.1,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Equulites lineolatus,Ornate ponyfish,Leiognathidae,demersal,,,3.5,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Equulites popei,Pope's ponyfish,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Equulites rivulatus,,Leiognathidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Eubleekeria splendens,Splendid ponyfish,Leiognathidae,demersal,,,2.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Gazza achlamys,Smalltoothed ponyfish,Leiognathidae,reef-associated,,,3.7,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Gazza minuta,Toothpony,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Karalla daura,Goldstripe ponyfish,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Karalla dussumieri,Dussumier's ponyfish,Leiognathidae,demersal,,,3.2,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Leiognathus berbis,Berber ponyfish,Leiognathidae,demersal,,,3.3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Leiognathus brevirostris,Shortnose ponyfish,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Leiognathus equula,Common ponyfish,Leiognathidae,demersal,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Nuchequula gerreoides,Decorated ponyfish,Leiognathidae,demersal,,,2.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Nuchequula nuchalis,Spotnape ponyfish,Leiognathidae,pelagic-neritic,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Photolateralis stercorarius,Oblong slipmouth,Leiognathidae,reef-associated,,,3,native,South China Sea,Fishbase.se,fish,FALSE,,,,
Photopectoralis bindus,Orangefin ponyfish,Leiognathidae,demersal,,,2.9,native,South China Sea,Fishbase.se,fish,FALSE,,,,
